Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
105506,ENCORE AT BOCA RATON REHABILITATION AND NURSING CE,7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SCHWARTZ, ELIEZER",0.07,since 01/01/2018,"7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433",44228
105506,ENCORE AT BOCA RATON REHABILITATION AND NURSING CE,7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"ZUCKER, YOSSIE",0.05,since 01/01/2018,"7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433",44228
105506,ENCORE AT BOCA RATON REHABILITATION AND NURSING CE,7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433,MANAGING EMPLOYEE,Individual,"MATCHIM, TREVOR",NOT APPLICABLE,since 01/01/2018,"7300 DEL PRADO CIRCLE SOUTH,BOCA RATON,FL,33433",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,LV CHC HOLDINGS I LLC,1,since 10/01/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"ALG LAVIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"BENCON HOLDCO, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,COLUMBIA PACIFIC OPPORTUNITY FUND,NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"FC INVESTORS XXI, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LAVIE CARE CENTERS, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV INVESTMENT, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LV OPERATIONS II, LLC",NO PERCENTAGE PROVIDED,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"MCP LAVIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SALCON HOLDCO, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SAY LA VIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE LAVIE, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"TRECON HOLDCO, LLC",NO PERCENTAGE PROVIDED,since 01/21/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OPERATIONAL/MANAGERIAL CONTROL,Organization,"CMC II, LLC",NOT APPLICABLE,since 07/31/2012,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BRYSON, CHRISTOPHER",NOT APPLICABLE,since 09/01/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DIAS, DANIEL",NOT APPLICABLE,since 09/01/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HAYES, GREGORY",NOT APPLICABLE,since 09/01/2019,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OPERATIONAL/MANAGERIAL CONTROL,Individual,"USSERY, KENNETH",NOT APPLICABLE,since 09/01/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OFFICER,Individual,"BRYSON, CHRISTOPHER",NOT APPLICABLE,since 12/14/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OFFICER,Individual,"DIAS, DANIEL",NOT APPLICABLE,since 12/14/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OFFICER,Individual,"HAYES, GREGORY",NOT APPLICABLE,since 09/01/2019,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,OFFICER,Individual,"USSERY, KENNETH",NOT APPLICABLE,since 12/14/2015,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105507,CONSULATE HEALTH CARE OF NORTH FORT MYERS,991 PONDELLA RD,FORT MYERS,FL,33903,MANAGING EMPLOYEE,Individual,"CARLSON, BETTE",NOT APPLICABLE,since 04/27/2020,"991 PONDELLA RD,FORT MYERS,FL,33903",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"EAST RIDGE RETIREMENT VILLAGE, INC.",NO PERCENTAGE PROVIDED,since 04/19/2010,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Organization,SANTAFE SENIOR LIVING INC,NOT APPLICABLE,since 01/01/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Organization,SANTE FE HEALTHCARE INC,NOT APPLICABLE,since 04/19/2010,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"AYERS, CATHERINE",NOT APPLICABLE,since 01/01/2011,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, JOSEPH",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DOERR, BENJAMIN",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DOTSON, ALBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"EPLING, ROBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"FLETCHER, GEORGE",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"GALLAGHER, MICHAEL",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HART, TROY",NOT APPLICABLE,since 06/19/2015,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HOOD, GLENDA",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HUDSON, ROBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MOONEY, PAMELA JO",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"NATIELLO, THOMAS",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PHILIP, PAUL",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SASSER, JACKSON",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"STUART, RANDALL",NOT APPLICABLE,since 06/19/2015,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ZIEGLER, STEVEN",NOT APPLICABLE,since 06/19/2015,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"DAVIS, JOSEPH",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"DOERR, BENJAMIN",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"FLETCHER, GEORGE",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"GOEDERT, KARL",NOT APPLICABLE,since 06/28/2016,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"HOOD, GLENDA",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"HUDSON, ROBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"MOONEY, PAMELA JO",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"NATIELLO, THOMAS",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"PHILIP, PAUL",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,DIRECTOR,Individual,"SASSER, JACKSON",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"AYERS, CATHERINE",NOT APPLICABLE,since 01/01/2011,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"BUTLER, SCOTTIE",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"DOTSON, ALBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"EPLING, ROBERT",NOT APPLICABLE,since 04/09/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"GALLAGHER, MICHAEL",NOT APPLICABLE,since 02/01/2008,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"HART, TROY",NOT APPLICABLE,since 02/01/2008,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"STUART, RANDALL",NOT APPLICABLE,since 06/19/2015,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,OFFICER,Individual,"ZIEGLER, STEVEN",NOT APPLICABLE,since 06/19/2015,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,MANAGING EMPLOYEE,Individual,"GOEDERT, KARL",NOT APPLICABLE,since 06/28/2016,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,MANAGING EMPLOYEE,Individual,"WILLIS, KIMBERLY",NOT APPLICABLE,since 03/28/2018,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,5% OR GREATER MORTGAGE INTEREST,Organization,THE BANK OF NEW YORK MELLON TRUST COMPANY,NOT APPLICABLE,since 03/12/2014,"19225 SW 87TH AVE,CUTLER BAY,FL,33157",44228
105509,SALERNO BAY HEALTH AND REHABILITATION CENTER,4801 SE COVE RD,STUART,FL,34997,Ownership Data Not Available,,,,,"4801 SE COVE RD,STUART,FL,34997",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GREYSTONE TRIBECA ACQUISITION II LLC,1,since 05/13/2011,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE & CO HOLDINGS II LLC,NO PERCENTAGE PROVIDED,since 12/31/2012,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE HEALTHCARE HOLDINGS III LLC,NO PERCENTAGE PROVIDED,since 12/31/2012,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE HEALTHCARE HOLDINGS IV LLC,NO PERCENTAGE PROVIDED,since 07/01/2013,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,RECTOR HOLDING CORP.,NO PERCENTAGE PROVIDED,since 07/01/2013,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,STEPHEN ROSENBERG 2009 DESCENDANTS TRUST,NO PERCENTAGE PROVIDED,since 12/31/2012,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OPERATIONAL/MANAGERIAL CONTROL,Organization,GREYSTONE HEALTHCARE MANAGEMENT CORP,NOT APPLICABLE,since 01/15/2002,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HANDELSON, STEPHANIE",NOT APPLICABLE,since 03/04/2019,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PAGET, THOMAS",NOT APPLICABLE,since 08/01/2014,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PRICE, JACQUELINE",NOT APPLICABLE,since 06/27/2018,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SCHWARTZ, LISA",NOT APPLICABLE,since 06/01/2010,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OFFICER,Individual,"PRICE, JACQUELINE",NOT APPLICABLE,since 06/27/2018,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OFFICER,Individual,"ROSENBERG, MORDECAI",NOT APPLICABLE,since 08/01/2012,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,OFFICER,Individual,"SCHWARTZ, LISA",NOT APPLICABLE,since 06/01/2010,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105510,UNITY HEALTH AND REHABILITATION CENTER,1404 NW 22ND STREET,MIAMI,FL,33142,MANAGING EMPLOYEE,Individual,"GLASS, JOHN",NOT APPLICABLE,since 01/15/2018,"1404 NW 22ND STREET,MIAMI,FL,33142",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ANTONACCI, NICK",0.1,since 02/25/2000,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HERNANDO, GLADYS",0.35,since 01/01/2007,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HERNANDO, JORGE",0.25,since 02/25/2000,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,DIRECTOR,Individual,"ANTONACCI, NICK",NOT APPLICABLE,since 02/25/2011,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,DIRECTOR,Individual,"HERNANDO, GLADYS",NOT APPLICABLE,since 01/01/2007,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,DIRECTOR,Individual,"HERNANDO, JORGE",NOT APPLICABLE,since 02/25/2011,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,OFFICER,Individual,"ANTONACCI, NICK",NOT APPLICABLE,since 02/25/2000,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,OFFICER,Individual,"HERNANDO, JORGE",NOT APPLICABLE,since 02/25/2000,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105511,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,MIAMI,FL,33147,MANAGING EMPLOYEE,Individual,"FERNANDEZ, ISIS",NOT APPLICABLE,since 09/12/2005,"8785 NW 32ND AVENUE,MIAMI,FL,33147",44228
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"ORLANDO REHABILITATION GROUP, INC.",1,since 12/28/1998,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",44228
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,OFFICER,Individual,"DUDLEY, NATE",NOT APPLICABLE,since 01/01/2012,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",44228
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,OFFICER,Individual,"GARNER, ALVIN",NOT APPLICABLE,since 01/01/2012,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",44228
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,OFFICER,Individual,"JAFFE, HOWARD",NOT APPLICABLE,since 01/01/2012,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",44228
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,OFFICER,Individual,"MULLEN, ANN",NOT APPLICABLE,since 01/01/2012,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",44228
